lrk_id;type_oko;opc;actuele_naam_oko;aantal_kindplaatsen;ve;status;inschrijfdatum;opvanglocatie_adres;opvanglocatie_postcode;opvanglocatie_woonplaats;bag_id;naam_houder;kvk_nummer_houder;vestigingsnummer_houder;rechtsvorm_houder;start_geschillencommissie;einde_geschillencommissie;houder_adres;houder_postcode;houder_woonplaats;houder_buitenland;correspondentie_adres;correspondentie_postcode;correspondentie_woonplaats;correspondentie_buitenland;contact_persoon;contact_telefoon;contact_emailadres;contact_website;cbs_code;verantwoordelijke_gemeente;gastouderbureau_1;gastouderbureau_2;gastouderbureau_3;gastouderbureau_4;gastouderbureau_5;gastouderbureau_6;gastouderbureau_7;gastouderbureau_8;gastouderbureau_9;gastouderbureau_10;lrk_url
160711836;KDV;Nee;Laarsjes in de Polder B.V.;48;Nee;Ingeschreven;01-05-2022;Schuwacht 168 ;2941EJ;Lekkerkerk;0643010002052723;Laarsjes in de Polder B.V.;86082752;000052080382;Besloten Vennootschap;2022-05-01;;Schuwacht 168 ;2941EJ;Lekkerkerk;;Schuwacht 168 ;2941EJ;Lekkerkerk;;Elize Vonk Noordegraaf;'+31 0630100765';info@laarsjesindepolder.nl;http://www.laarsjesindepolder.nl;1931;Krimpenerwaard;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/ba91cba8-62f8-4976-9fa0-b5c51dffcd35
160723139;VGO;Nee;Diepen Pronk;6;;Ingeschreven;10-07-2018;Rietgans 3 ;1688WP;Nibbixwoud;0420010000008443;Diepen Pronk;;;;;;;;;;;;;;;'';;;420;Medemblik;429285814;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/f0a74cff-476a-4318-b5af-14c13a03e5ce
160724181;BSO;Nee;BSO Botteloef;20;;Ingeschreven;01-06-2023;Overslag 1 ;1034RR;Amsterdam;0363010000894602;Stichting Combiwel voor Kinderen;69217440;000056056605;Stichting;2017-10-12;;Sam van Houtenstraat 74 ;1067JP;Amsterdam;;;;;;Stichting Combiwel voor Kinderen;'0205771133';planning@combiwelvoorkinderen.nl;http://www.combiwelvoorkinderen.nl;363;Amsterdam;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/d112a60d-0abf-4e42-bdc4-18710c1cc4b3
160727224;VGO;Nee;M.A.J.W.G. Boers;6;;Ingeschreven;30-11-2010;Isidoor Opsomerstraat 25 ;5702VD;Helmond;0794010000113719;Boers;;;;;;;;;;;;;;;'';;;794;Helmond;476474085;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/08ed8ebd-a4c1-47f3-a53a-4a074c39ab5c
160747089;KDV;Nee;Kinderopvang Ienieminie;16;Nee;Ingeschreven;10-08-2011;Schepenenstraat 104 ;8271VK;IJsselmuiden;0166010000024574;Kinderopvang Ienieminie B.V.;52856127;000022904670;BV;2016-03-01;;Schepenenstraat 104 ;8271VK;IJsselmuiden;;Schepenenstraat 104 ;8271VK;IJsselmuiden;;Gladys Bouwmeester/Gaby Holtland;'038-3334875';info@ienieminie.com;http://www.ienieminie.com;166;Kampen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/61a0aef0-6ae9-47a7-9d68-7d4e5c754cf5
160751573;KDV;Nee;KDV Talander;8;Nee;Ingeschreven;12-08-2025;Vastradastraat 2 ;6137AM;Sittard;1883010000047628;ISTIA Kinderopvang B.V.;94335877;000047799412;Besloten Vennootschap;2016-03-24;;Kaldenkerkerweg 20 ;5913AE;Venlo;;;;;;B. Kempff-Metze;'06-47345976';b.kempff-metze@istiakinderopvang.nl;https://www.istiakinderopvang.nl;1883;Sittard-Geleen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/925695d0-cc93-42f5-ac29-d649ac2711f2
160787889;VGO;Nee;Jong van Egmond;4;;Ingeschreven;01-02-2023;Opvang bij de vraagouder;;;;Jong van Egmond;;;;;;;;;;;;;;;'';;;575;Noordwijk;120189197;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/ec84d61f-23f6-4b87-afcc-5c251b3fa8e9
160789151;BSO;Nee;De Sport BSO Odijk B.V.;100;;Ingeschreven;01-09-2018;Rijneiland 7 ;3984MA;Odijk;0312010000005015;Fantastikidz Holding B.V.;85556858;000040083705;Besloten Vennootschap;2022-04-21;;Bachlaan 39 ;3706BB;Zeist;;;;;;D. van der Vegt;'06-40199544';dennis@desportbso.com;;312;Bunnik;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/e54dc1a1-720f-4a94-84eb-c387b3b49ba8
160811661;VGO;Nee;Vonk-te Dorsthorst;6;;Ingeschreven;16-12-2010;Groenestraat 1 ;6941SN;Didam;1955010000038800;Vonk-te Dorsthorst;;;;;;;;;;;;;;;'';;;1955;Montferland;163832341;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/f073db84-ee75-4d5c-9d73-7fd79ce4fc66
160824394;VGO;Nee;Rachelle Jubithana-Miedema;6;;Ingeschreven;11-08-2014;Sjoukje Dijkstralaan 89 ;2134CN;Hoofddorp;0394010000323978;Jubithana-Miedema;;;;;;;;;;;;;;;'';;;394;Haarlemmermeer;146575891;161469589;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/ede65ad9-a8bf-4ef2-aecd-e38f1d00ad6f
160826974;BSO;Nee;De Spil;20;;Ingeschreven;24-01-2025;Weezenhof 4002 ;6536DB;Nijmegen;0268010000108440;KION Kinderopvang B.V.;09166969;;Besloten Vennootschap;2016-02-01;;Postbus 66;6500AB;Nijmegen;;;;;;;'0242053330';info@kion.nl;http://www.kion.nl;268;Nijmegen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/3f7af3b9-7559-4d60-b773-ff1f3e27b0e2
160828697;KDV;Nee;PO Marriekolf;32;Ja;Ingeschreven;07-01-2013;Holleblok 2 ;1273EG;Huizen;0406010000017290;Stichting Kinderopvang Huizen;41193172;000000219967;Stichting;2015-12-23;;Postbus 3060;1270EB;Huizen;;Postbus 3060;1270EB;HUIZEN;;Lydia Pasterkamp;'0357200300';info@kinderopvanghuizen.nl;http://www.kinderopvanghuizen.nl;406;Huizen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/aa10fdb4-bde7-49d0-b8cc-cf8baf234062
160836529;BSO;Nee;BSO Montessori Voorburg;91;;Ingeschreven;08-07-2025;Montessoristraat 1 ;2273AC;Voorburg;1916010000063801;Stichting Vlietkinderen;27280272;;Stichting;2016-01-06;;Overgoo 13 ;2266JZ;Leidschendam;;;;;;Odile Beers;'0652639628';o.beers@vlietkinderen.nl;http://www.vlietkinderen.nl;1916;Leidschendam-Voorburg;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/f2984e41-6e73-4375-86f2-2100ea59242b
160844708;VGO;Nee;I.P. Landheer Oosterhof;6;;Ingeschreven;30-10-2019;Sânstjer 10 ;8401MC;Gorredijk;0086010000374473;Landheer Oosterhof;;;;;;;;;;;;;;;'';;;86;Opsterland;170319738;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/6090ef87-7f4b-4737-a790-f26d233eea76
160852213;BSO;Nee;Horizon;30;;Ingeschreven;13-07-2017;Mendelssohnrode 2 ;2717CR;Zoetermeer;0637010000225217;Stichting Junis Kinderopvang;41166169;000042721148;Stichting;2016-02-01;;Postbus 499;2400AL;Alphen aan den Rijn;;Mendelssohnrode 2 ;2717CR;Zoetermeer;;;'0172424824';info@junis.nl;http://www.junis.nl;637;Zoetermeer;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/5d7420c4-6053-4dc6-a3f6-9f143a0a4ada
160856474;VGO;Nee;Spijker;6;;Ingeschreven;05-09-2022;Sanatoriumdwarsstraat 14 ;7413RG;Deventer;0150010000008011;Spijker;;;;;;;;;;;;;;;'';;;150;Deventer;185791578;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/fcd3c420-3106-4dab-b0b4-c040fbbd8e2a
160861536;KDV;Nee;Greumelke;11;Nee;Ingeschreven;17-10-2022;Stiegel 11 ;6245EV;Eijsden;0905010000000164;Defaux - Ramakers;95169040;000015574539;Eenmanszaak;2025-01-01;;;;;;Lindenlaan 8 ;6245JS;Eijsden;;Rosanne Defaux-Ramakers;'06-48120322';kdvgruemelke@gmail.com;;1903;Eijsden-Margraten;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/34742368-6293-47a5-b1ed-eb1ce1894543
160862978;BSO;Nee;Tienercentrum;105;;Ingeschreven;01-01-2010;Herenstraat 6A ;1404HD;Bussum;0381010000039290;Stichting Kinderopvang Bussum-Naarden/Muiden- Muiderberg;41192818;;Stichting;2016-01-08;;Naarderpoort 1 ;1411MA;Naarden;;Herenstraat 6 ;1404HD;Bussum;;P. Urbanus;'035 6981229';centraal@skbnm.nl;https://www.skbnm.nl;1942;Gooise Meren;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/84b61127-ac08-4d88-84d5-f605652cafc2
160865098;BSO;Nee;BSO Kameleon Maarssen;22;;Ingeschreven;22-02-2021;Duivenkamp 549 ;3607BL;Maarssen;0333010000017432;Stichting Kind & Co Ludens;30182723;000036393541;Stichting;2015-12-18;;Postbus 250;3430AG;Nieuwegein;;;;;;G. Annaars;'0620358905';g.annaars@kindencoludens.nl;http://www.kmnkindenco.nl;1904;Stichtse Vecht;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/6acf14b4-8592-4b7e-9b10-45050ecad724
160871190;KDV;Nee;Kinderopvang Fun4Kids;64;Nee;Ingeschreven;01-01-2010;Harmenkaag 4 ;1741LA;Schagen;0441010001001922;Fun4Kids Schagen B.V.;92439519;000006477380;Besloten Vennootschap;2016-01-05;;Harmenkaag 4 ;1741LA;Schagen;;Grotewallerweg 1A ;1742NM;Schagen;;Mevr. Kim Kuijper;'0224-299060';info@kdvfun4kids.nl;http://www.kdvfun4kids.nl;441;Schagen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/0480f607-6fcd-4ee6-9d69-9636d447861c
160877829;BSO;Nee;BSO Okidoki Spinel 19;22;;Ingeschreven;01-01-2020;Spinel 19 ;2691TM;'s-Gravenzande;1783010000014759;Okidoki B.V.;27308247;;BV;2015-12-21;;Langestraat 132 ;2691BK;'s-Gravenzande;;;;;;E.A. van Hartevelt;'0174441510';ehartevelt@okidoki-kdv.nl;https://www.okidoki-kdv.nl;1783;Westland;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/c6a055e1-21c6-4b01-a58c-6f15022b8a41
160883258;KDV;Nee;De Spaaihoeve Cluselaan;84;Ja;Ingeschreven;01-01-2010;Cluselaan 15 ;5627DC;Eindhoven;0772010000762511;Korein B.V.;17125104;000027160319;BeslotenVennootschap;2016-01-11;;Postbus 473;5600AL;Eindhoven;;Postbus 473;5600AL;EINDHOVEN;;De Spaaihoeve Cluselaan;'040-2948989';despaaihoeve@korein.nl;http://www.korein.nl;772;Eindhoven;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/ecbb4406-64e6-4d5d-9962-cd45203c5e84
160887951;KDV;Nee;Juut & Co Peuteropvang P.U.K.;16;Ja;Ingeschreven;01-01-2025;Sint Bernardusstraat 2 ;7256AP;Keijenborg;1876010001016938;Stichting Peuteropvang Juut & Co;57064563;;Stichting;2016-01-04;;Nijverheidsweg 7 ;7071CH;Ulft;;;;;;M. te Brake;'+31 0315231775';mariel@juutenco.nl;http://www.juutenco.nl;1876;Bronckhorst;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/352c3c6e-e2cb-40e3-864d-dd71014528dc
160911618;VGO;Nee;Koster- van den Berg;6;;Ingeschreven;19-08-2010;Gladiolenlaan 23 ;1764HZ;Breezand;0366010000001297;Koster- van den Berg;;;;;;;;;;;;;;;'';;;1911;Hollands Kroon;100219937;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/8ae9193b-e823-418d-ad75-0b7710af2f15
160930844;KDV;Nee;Kindergarden Baarn Teding van Berkhoutstraat;85;Nee;Ingeschreven;17-04-2010;Teding van Berkhoutstraat 7 ;3743BT;Baarn;0308010000009176;Kindergarden Nederland B.V.;33303797;000015053555;Besloten Vennootschap;2016-01-12;;Herengracht 250 ;1016BV;Amsterdam;;;;;;Kindergarden Nederland;'0204235422';info@kindergarden.nl;http://www.kindergarden.nl;308;Baarn;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/33cdfbd8-eea0-4535-a2b3-5cbe1838f934
160939823;BSO;Nee;Dandéliondagopvang;40;;Ingeschreven;01-09-2012;Horsterweg 26 ;3835PS;Stoutenburg;0327010000268765;Dandélion dagopvang BV;54823579;000024547808;BV;2015-12-18;;Horsterweg 26 ;3835PS;Stoutenburg;;Horsterweg 26 ;3835PS;Stoutenburg;;Mevr. J. Breedveld;'033- 3011985';jbreedveld@dandeliondagopvang.nl;http://www.dandeliondagopvang.nl;327;Leusden;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/370582b6-61ce-455a-9db6-97b9ec38ab14
160945938;BSO;Nee;Norlandia BSO Tuinstad Sport;56;;Ingeschreven;17-06-2025;Abeelweg 233 ;3053PA;Rotterdam;0599010000460373;Norlandia Kinderopvang Rotterdam B.V.;24416342;;Besloten Vennootschap;2015-12-04;;Hondiuslaan 40 ;3528AB;Utrecht;;Abeelweg 233 ;3053PA;Rotterdam;;Pedagogiek en Kwaliteit;'030-303062';pedagogiekkwaliteit@norlandia.com;http://www.norlandia.com;599;Rotterdam;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/6e307bec-2ded-47b5-a539-e1932f425f9c
160949737;BSO;Nee;KinderWORLD ism Zonnewiel/Olijfboom;60;;Ingeschreven;11-08-2008;Bongerdstraat 10 ;1326AB;Almere;0034010000019362;Kinderworld Almere-West B.V.;39074703;;BeslotenVennootschap;2016-03-01;;Audioweg 5 ;1322AT;Almere;;;;;;Wendy List;'036-5464748';wendy@kinderworld.nl;http://www.kinderworld.nl;34;Almere;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/8bea710c-4fb2-4e7d-924a-816409f0e586
160972863;BSO;Nee;BSO De Meerstroom;70;;Ingeschreven;01-01-2010;Nienhuis Ruijskade 26B ;1399HH;Muiderberg;0424010000008916;Stichting Kinderopvang Bussum-Naarden/Muiden- Muiderberg;41192818;000025322842;Stichting;2016-01-08;;Naarderpoort 1 ;1411MA;Naarden;;Nienhuis Ruijskade 26b ;1399HH;Muiderberg;;P. Urbanus;'035 76 04 685';centraal@skbnm.nl;https://www.skbnm.nl;1942;Gooise Meren;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/1fff9cc3-dc70-4715-801b-d9dba14a3bf2
160982595;VGO;Nee;Bouimesmaren Bedö;6;;Ingeschreven;26-07-2019;Wolborgenmate 20 ;7006DH;Doetinchem;0222010000637180;Bouimesmaren Bedö;;;;;;;;;;;;;;;'';;;222;Doetinchem;114912348;163832341;207294847;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/aacb0383-6e5e-42df-9604-1510c73ef232
160998980;VGO;Nee;Eroglu;6;;Ingeschreven;25-08-2020;Kamillehof 48 ;5044AN;Tilburg;0855010000038007;Eroglu;;;;;;;;;;;;;;;'';;;855;Tilburg;195775326;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/4005d0ec-ade3-41f7-9493-b28f04b13d2e
161012589;KDV;Nee;Les Petits Robinson KDV de Prinsentuin;56;Nee;Ingeschreven;01-09-2022;Mauritslaan 5 ;2181SK;Hillegom;0534010000005029;Les Petits Robinson Haarlemmermeer B.V.;77672070;000053079558;Besloten Vennootschap;2022-07-28;;Postbus 2728;3500GS;Utrecht;;Postbus 2728;3500GS;Utrecht;;Les Petits Kinderopvang;'';kwaliteit@lespetits.nl;https://www.lespetits.nl;534;Hillegom;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/d595e09e-5c38-4217-a508-4a35eb25ee1a
161035735;KDV;Nee;KDV 't Wolfje;24;Nee;Ingeschreven;08-07-2015;Kromme Spieringweg 438 ;2141AN;Vijfhuizen;0394010000304862;KDV Midas B.V.;59954973;000059954973;BV;2016-04-14;;Postbus 134;2100AC;Heemstede;;;;;;F. Bremer;'0235474674';info@kinderopvangmidas.nl;http://www.kinderopvangmidas.nl;394;Haarlemmermeer;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/19702938-1e33-4223-a5ff-aab5b7d711d3
161047841;KDV;Nee;Puck&Co KindCentrum Koningin Emma;44;Ja;Ingeschreven;21-02-2012;Hogestraat 31 ;6953AR;Dieren;0275010000008717;Kindercentra Puck&Co B.V.;57468656;000037075039;Besloten Vennootschap;2016-01-28;;Postbus 105;6940AA;Didam;;Postbus 105;6940AA;Didam;;Sandra Scholten;'0316229145';info@puckenco.nl;http://www.puckenco.nl;275;Rheden;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/2be34ca2-8b83-40b1-ab7f-9defec8791f8
161051418;KDV;Nee;'t Veldmuisje;30;Ja;Ingeschreven;24-02-2011;Voorstraat 75 ;5334JR;Velddriel;0263010000009851;Kinderopvang 't Veldmuisje Maasdriel B.V.;76091031;000032275501;Besloten Vennootschap;2016-01-01;;Dreef 1 ;5331RX;Kerkdriel;;Dreef 1 ;5331RX;Kerkdriel;;E. Wammes;'085-9025400';info@t-veldmuisje.nl;http://www.t-veldmuisje.nl;263;Maasdriel;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/24dc4d09-69b6-4a91-8df5-c07fd3c717aa
161072008;KDV;Nee;Kinderdagverblijf Pippi Ammerzoden;31;Nee;Ingeschreven;01-01-2019;'t Bussche Kempke 2 ;5324AC;Ammerzoden;0263010000001395;Kinderdagverblijf Pippi B.V.;77737458;000015764354;Besloten Vennootschap;2016-03-17;;Zandbergen 13 ;5242JB;Rosmalen;;Tuinstraat 6 ;5241AA;Rosmalen;;I. van Lier;'073-2034086';beleid@kdvpippi.nl;http://www.kdvpippi.nl;263;Maasdriel;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/fd2ed079-61e1-4c56-b49a-123e8c209854
161079106;BSO;Nee;Buitenschoolse Opvang Villa Bons;120;;Ingeschreven;01-01-2010;Galileïplantsoen 39 ;1098LW;Amsterdam;0363010000641714;Stichting Swaan;34215789;000021048827;Stichting;2015-12-01;;Hugo de Vrieslaan 7 ;1097ED;Amsterdam;;Galileïplantsoen 39 ;1098LW;Amsterdam;;;'0206920790';info@swaan.nl;https://www.swaan.nl;363;Amsterdam;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/cf27a57d-d651-4c07-a85b-f83045e8aeb0
161082531;VGO;Nee;Bruggers Venema;6;;Ingeschreven;31-07-2023;Georg van Saksenlaan 2b ;9902JK;Appingedam;0003010000129693;Bruggers Venema;;;;;;;;;;;;;;;'';;;1979;Eemsdelta;101219118;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/b16420b4-f621-4d39-8128-8a53b00c0e71
161083444;KDV;Nee;Kinderopvang De Hummeltjeshoeve;60;Nee;Ingeschreven;28-07-2026;Spijkse Kweldijk 94 ;4211CX;Spijk;0733010000002966;Kinderopvang de Hummeltjeshoeve B.V.;86810421;;Besloten Vennootschap;2022-07-27;;Groeneweg 20a ;4161BK;Heukelum;;;;;;Ton van Haarlem;'0611330126';info@dehummeltjeshoeve.nl;https://www.dehummeltjeshoeve.nl;1960;West Betuwe;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/9d816be5-8049-4a01-92f9-e25dd41f8283
161103844;VGO;Nee;T. Güdük;6;;Ingeschreven;13-09-2022;Nachtegaallaan 105 ;3145CJ;Maassluis;0556010000010389;Güdük;;;;;;;;;;;;;;;'';;;556;Maassluis;121964334;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/398aebb3-b710-4ee5-97d1-42317702286f
161108039;KDV;Nee;Wasko Het Ooievaarsnest PSG;16;Ja;Ingeschreven;07-07-2016;Leeuwerikstraat 4 ;2964CB;Groot-Ammers;0694010000004867;Stichting WASKO Kinderopvang;41120243;000034278567;Stichting;2016-04-04;;Poldermolen 4 ;3352TH;Papendrecht;;;;;;secretariaat;'078-6157165';secretariaat@wasko.nl;http://www.wasko.nl;1978;Molenlanden;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/07017262-35cf-463f-8a0a-05da46946549
161111786;VGO;Nee;Steenbergen-Huizinga;6;;Ingeschreven;31-01-2022;Pasop 27A ;9355TJ;Midwolde;1969010050011333;Steenbergen-Huizinga;;;;;;;;;;;;;;;'';;;1969;Westerkwartier;150872628;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/2e1c0856-ff31-483a-b458-9197dd279df0
161128439;KDV;Nee;De Veldmuis;16;Ja;Ingeschreven;31-12-2018;Groenendaal 7 ;6715BA;Ede;0228010000013729;Spelenderwijs Ede B.V.;63507706;;Besloten Vennootschap;2016-01-15;;Postbus 473;5600AL;Eindhoven;;;;;;Klantenservice;'0318687582';info@spelenderwijsede.nl;http://www.spelenderwijsede.nl;228;Ede;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/5dcdfae8-781e-4953-90fe-2e4fc6214ce6
161128609;VGO;Nee;Amlal Bouassa;6;;Ingeschreven;21-07-2026;Opvang bij de vraagouder;;;;Amlal Bouassa;;;;;;;;;;;;;;;'';;;355;Zeist;221881888;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/938c5efe-ff57-4f62-898c-8a795954210c
161128956;VGO;Nee;Veldsema-Saib;6;;Ingeschreven;26-10-2010;Hofstraat 35 ;9831RB;Aduard;0056010000003474;Veldsema-Saib;;;;;;;;;;;;;;;'';;;1969;Westerkwartier;134554747;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/d2ab02e1-6f55-4da8-aae8-052c350b188d
161149157;VGO;Nee;M. Mosselman Musa;6;;Ingeschreven;30-08-2024;Vlierbes 62 ;7559RN;Hengelo;0164010000048363;Mosselman Musa;;;;;;;;;;;;;;;'';;;164;Hengelo (O);132016473;149157496;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/30852512-8a63-4518-88ac-b12c11fa1192
161158869;KDV;Nee;Kinderopvang Lilalola;64;Nee;Ingeschreven;22-10-2018;Akeleiweg 202 ;9731JD;Groningen;0014010010984185;Lilalola B.V.;93489056;000039760170;Besloten Vennootschap;2018-10-22;;Akeleiweg 202 ;9731JD;Groningen;;Akeleiweg 202 ;9731JD;Groningen;;E.S.L. de Palm;'0684042812';info@lilalola-kdv.nl;;14;Groningen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/ec6e10a4-eac9-4581-9868-64755d1c77c8
161160827;KDV;Nee;Peuteropvang Takkie;16;Ja;Ingeschreven;02-01-2005;Lancasterdreef 63A ;8251TJ;Dronten;0303010000638200;Stichting Kinderopvang WildeWijs;39071570;000012140430;Stichting;2016-02-01;;Agripark-Oost 4 ;8251KH;Dronten;;Agripark-Oost 4 ;8251KH;Dronten;;Woudy Huijgen;'0630901346';woudy.huijgen@wildewijs.nl;https://www.kinderopvangwildewijs.nl;303;Dronten;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/2c1480fb-d6a8-4c20-9ce1-37a3add8c5a5
161168097;BSO;Nee;Knutselkookclub Marnixstraat;20;;Ingeschreven;01-07-2026;Marnixstraat 82 ;2023RH;Haarlem;0392010000039735;Rijn;51366207;;Eenmanszaak;2018-04-25;;;;;;Marnixstraat 82 ;2023RH;Haarlem;;E. Van Rijn;'06-17449478';info@knutselkookclub.nl;https://www.knutselkookclub.nl;392;Haarlem;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/33dc0a50-4845-4430-854c-b8e38dc6ad84
161170663;VGO;Nee;Leersum Geluk;6;;Ingeschreven;21-12-2022;De Rouwaer 23 ;4051HE;Ochten;1740010000018839;Leersum Geluk;;;;;;;;;;;;;;;'';;;1740;Neder-Betuwe;285546582;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/57ac628f-e680-40a7-b530-7fb0a02128aa
161186634;BSO;Nee;IKC Montessori De Basis Goes;40;;Ingeschreven;19-06-2007;Frambozestraat 29 ;4462EK;Goes;0664010000013668;Stichting Kibeo;22049355;000005512123;Stichting;2016-01-25;;Postbus 328;4460AS;Goes;;Frambozestraat 29 ;4462EK;Goes;;;'0113-760200';3frambozestraat@kibeo.nl;http://www.kibeo.nl;664;Goes;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/771ee2b6-0271-473c-a0bc-0d3b26cff5a7
161194758;VGO;Nee;Visscher Schoenmaker;6;;Ingeschreven;11-04-2016;Pastoor te Rielestraat 24b ;7047AL;Braamt;1955010000031394;Visscher Schoenmaker;;;;;;;;;;;;;;;'';;;1955;Montferland;210758855;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/4d49d404-07da-4744-961a-5539550aca98
161196147;BSO;Nee;BSO Morgenster;50;;Ingeschreven;05-06-2014;Akelei 3 ;8265KA;Kampen;0166010000011032;Iris, stichting voor Christelijke Kinderopvang;52694089;000021216886;Stichting;2016-01-11;;Europa-allee 10B ;8265VB;Kampen;;;;;;Elbert Schreuder;'038-3333898';info@irisopvang.nl;http://www.irisopvang.nl;166;Kampen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/922281fb-1f60-4445-bb69-4c5f3d3e5691
161228318;VGO;Nee;A.M. Rosales Jackson;6;;Ingeschreven;14-08-2023;Baarsweg 203 ;3192VS;Hoogvliet Rotterdam;0599010110013028;Rosales Jackson;;;;;;;;;;;;;;;'';;;599;Rotterdam;146575891;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/b926e9ae-28d0-4762-8114-d2cc7f40c379
